ID_Gasto,Fecha,Monto,Descripcion,Persona,Categoria,Subcategoria,Tipo de Gasto,Notas
DEMO-20260703-1290,2026-07-03,41.14,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260630-1287,2026-06-30,44.67,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260630-1286,2026-06-30,151.6,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260630-1285,2026-06-30,73.81,Artículos de limpieza y ferretería,Persona A,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260629-1284,2026-06-29,38.15,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260629-1283,2026-06-29,142.98,Artículos de limpieza y ferretería,Persona A,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260628-1282,2026-06-28,24.44,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260628-1281,2026-06-28,160.72,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260627-1280,2026-06-27,80.13,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260627-1279,2026-06-27,32.22,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260627-1278,2026-06-27,177.81,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260626-1275,2026-06-26,35.93,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260626-1276,2026-06-26,66.57,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260626-1277,2026-06-26,159.36,Consulta odontológica / médica,Persona B,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260625-1274,2026-06-25,138.42,Consulta odontológica / médica,Persona A,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260625-1273,2026-06-25,19.7,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260624-1272,2026-06-24,92.95,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260623-1271,2026-06-23,94.87,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260622-1270,2026-06-22,104.6,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260622-1269,2026-06-22,37.66,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260622-1268,2026-06-22,62.16,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260622-1267,2026-06-22,25.24,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260621-1266,2026-06-21,23.84,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260619-1264,2026-06-19,71.65,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260619-1265,2026-06-19,209.94,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260618-1263,2026-06-18,152.69,Consulta odontológica / médica,Persona B,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260618-1262,2026-06-18,32.79,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260618-1261,2026-06-18,123.28,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260618-1260,2026-06-18,20.77,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260617-1259,2026-06-17,28.65,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260617-1258,2026-06-17,25.4,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260616-1257,2026-06-16,170.48,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260614-1256,2026-06-14,25.52,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260614-1255,2026-06-14,75.19,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260613-1249,2026-06-13,246.43,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260613-1251,2026-06-13,15.42,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260613-1250,2026-06-13,61.53,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260613-1254,2026-06-13,109.86,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260613-1252,2026-06-13,37.81,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260613-1253,2026-06-13,157.47,Lavado y afinamiento,Persona A,Transporte,Mantenimiento Vehicular,Ocasional,Registro demostración - Transporte
DEMO-20260612-1248,2026-06-12,44.81,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260612-1247,2026-06-12,21.11,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260612-1246,2026-06-12,31.48,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260611-1245,2026-06-11,22.47,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260610-1243,2026-06-10,62.52,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260610-1241,2026-06-10,183.32,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260610-1242,2026-06-10,63.43,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260610-1244,2026-06-10,26.91,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260609-1240,2026-06-09,63.85,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260609-1239,2026-06-09,28.57,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260609-1238,2026-06-09,41.5,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260608-1237,2026-06-08,59.73,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260607-1236,2026-06-07,29.7,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260607-1235,2026-06-07,352.38,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260606-1232,2026-06-06,175.06,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260606-1231,2026-06-06,70.56,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260606-1230,2026-06-06,378.71,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260606-1233,2026-06-06,41.5,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260606-1234,2026-06-06,115.64,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260605-1229,2026-06-05,408.79,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20260605-1228,2026-06-05,342.7,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20260605-1227,2026-06-05,51.12,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20260605-1226,2026-06-05,31.69,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260605-1225,2026-06-05,116.39,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260605-1224,2026-06-05,120.67,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20260605-1223,2026-06-05,142.59,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20260605-1222,2026-06-05,1400.0,Alquiler de departamento,Persona B,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20260604-1219,2026-06-04,159.51,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260604-1220,2026-06-04,23.23,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260604-1221,2026-06-04,270.16,Prendas de vestir / Calzado,Persona A,Ropa y Calzado,Vestimenta,Ocasional,Registro demostración - Ropa y Calzado
DEMO-20260603-1218,2026-06-03,23.51,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260603-1217,2026-06-03,99.46,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260602-1216,2026-06-02,15.9,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260602-1215,2026-06-02,282.27,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260601-1214,2026-06-01,37.41,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260531-1213,2026-05-31,72.26,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260531-1212,2026-05-31,26.03,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260531-1211,2026-05-31,117.79,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260531-1210,2026-05-31,325.55,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260530-1208,2026-05-30,27.28,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260530-1207,2026-05-30,101.14,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260530-1206,2026-05-30,215.74,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260530-1209,2026-05-30,41.84,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260529-1205,2026-05-29,96.19,Lavado y afinamiento,Persona A,Transporte,Mantenimiento Vehicular,Ocasional,Registro demostración - Transporte
DEMO-20260529-1204,2026-05-29,29.73,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260529-1203,2026-05-29,24.88,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260528-1202,2026-05-28,30.6,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260527-1201,2026-05-27,176.61,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260527-1200,2026-05-27,63.08,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260526-1199,2026-05-26,21.93,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260525-1198,2026-05-25,20.11,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260525-1197,2026-05-25,78.41,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260524-1195,2026-05-24,31.41,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260524-1194,2026-05-24,155.25,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260524-1196,2026-05-24,26.24,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260523-1193,2026-05-23,136.62,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260523-1192,2026-05-23,37.55,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260523-1191,2026-05-23,27.99,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260522-1190,2026-05-22,32.85,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260522-1189,2026-05-22,43.79,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260521-1188,2026-05-21,101.73,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260521-1187,2026-05-21,105.1,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260521-1186,2026-05-21,53.88,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260520-1184,2026-05-20,78.22,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260520-1183,2026-05-20,24.17,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260520-1185,2026-05-20,76.04,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260519-1182,2026-05-19,15.3,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260519-1181,2026-05-19,28.93,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260518-1180,2026-05-18,29.24,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260518-1179,2026-05-18,92.87,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260517-1178,2026-05-17,191.28,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260517-1177,2026-05-17,45.67,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260517-1176,2026-05-17,114.55,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260516-1173,2026-05-16,257.64,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260516-1174,2026-05-16,24.37,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260516-1175,2026-05-16,20.41,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260515-1172,2026-05-15,405.92,Curso online de especialización,Persona A,Educación,Cursos y Certificaciones,Ocasional,Registro demostración - Educación
